PriorityRank,EmployeeNumber,AttritionPropensity,Flagged,RiskBand,ReplacementLiability,ExpectedLoss,JobRole,Department,OverTime,JobLevel,YearsAtCompany,YearsSinceLastPromotion,StockOptionLevel,ActualOutcome_ValidationOnly
1349,1368,0.0377,0,Low,86168,3247.0,Laboratory Technician,Research & Development,No,1,0,0,0,Stayed
1350,386,0.0374,0,Low,86168,3225.0,Research Director,Research & Development,Yes,4,5,1,3,Stayed
1351,1934,0.0373,0,Low,86168,3215.0,Research Scientist,Research & Development,No,2,8,1,1,Stayed
1352,226,0.0371,0,Low,86168,3201.0,Manager,Research & Development,No,5,5,4,0,Stayed
1353,1572,0.0364,0,Low,86168,3135.0,Manufacturing Director,Research & Development,No,3,33,1,1,Left
1354,1363,0.0364,0,Low,86168,3132.0,Manufacturing Director,Research & Development,No,3,10,0,0,Stayed
1355,1822,0.036,0,Low,86168,3101.0,Healthcare Representative,Research & Development,No,2,5,0,1,Stayed
1356,283,0.0359,0,Low,86168,3097.0,Sales Executive,Sales,No,3,10,1,3,Left
1357,1635,0.0356,0,Low,86168,3067.0,Manufacturing Director,Research & Development,No,2,10,3,2,Stayed
1358,724,0.0351,0,Low,86168,3021.0,Healthcare Representative,Research & Development,No,2,9,1,0,Stayed
1359,377,0.0346,0,Low,86168,2982.0,Research Scientist,Research & Development,No,1,5,0,1,Stayed
1360,1336,0.0346,0,Low,86168,2980.0,Manager,Research & Development,No,5,19,9,1,Stayed
1361,217,0.0345,0,Low,86168,2977.0,Research Scientist,Research & Development,No,1,2,2,2,Stayed
1362,791,0.0343,0,Low,86168,2957.0,Research Scientist,Research & Development,No,1,4,1,1,Stayed
1363,771,0.0343,0,Low,86168,2954.0,Healthcare Representative,Research & Development,No,2,1,0,1,Stayed
1364,1408,0.0342,0,Low,86168,2947.0,Manager,Human Resources,No,4,20,0,1,Stayed
1365,1516,0.0342,0,Low,86168,2943.0,Manager,Research & Development,No,3,5,0,0,Stayed
1366,148,0.0339,0,Low,86168,2925.0,Manager,Human Resources,Yes,4,5,4,0,Stayed
1367,1382,0.0339,0,Low,86168,2918.0,Research Scientist,Research & Development,No,1,4,0,3,Stayed
1368,1344,0.0322,0,Low,86168,2778.0,Healthcare Representative,Research & Development,No,3,9,1,1,Stayed
1369,1005,0.0322,0,Low,86168,2771.0,Manufacturing Director,Research & Development,Yes,4,12,1,1,Stayed
1370,984,0.032,0,Low,86168,2760.0,Sales Executive,Sales,No,3,10,0,1,Stayed
1371,252,0.0316,0,Low,86168,2724.0,Research Scientist,Research & Development,No,1,8,1,1,Stayed
1372,369,0.0316,0,Low,86168,2720.0,Healthcare Representative,Research & Development,No,2,6,1,2,Stayed
1373,1900,0.0315,0,Low,86168,2718.0,Manager,Research & Development,No,4,22,4,1,Stayed
1374,1869,0.0314,0,Low,86168,2708.0,Sales Executive,Sales,No,3,8,0,3,Left
1375,1449,0.0308,0,Low,86168,2658.0,Laboratory Technician,Research & Development,No,2,8,0,2,Stayed
1376,1256,0.0304,0,Low,86168,2620.0,Manager,Research & Development,No,5,1,0,1,Stayed
1377,46,0.03,0,Low,86168,2586.0,Research Scientist,Research & Development,No,1,5,1,2,Stayed
1378,1115,0.0292,0,Low,86168,2514.0,Research Scientist,Research & Development,No,1,0,0,3,Stayed
1379,327,0.0289,0,Low,86168,2488.0,Manager,Sales,Yes,4,17,1,1,Stayed
1380,505,0.0288,0,Low,86168,2485.0,Manager,Research & Development,Yes,4,5,1,0,Stayed
1381,258,0.0278,0,Low,86168,2399.0,Healthcare Representative,Research & Development,No,4,7,1,0,Stayed
1382,296,0.0273,0,Low,86168,2353.0,Research Director,Research & Development,No,3,10,4,2,Stayed
1383,851,0.0269,0,Low,86168,2316.0,Manager,Sales,No,4,20,4,1,Stayed
1384,195,0.0267,0,Low,86168,2305.0,Sales Executive,Sales,No,2,8,0,3,Stayed
1385,950,0.0263,0,Low,86168,2269.0,Research Director,Research & Development,No,3,15,5,1,Stayed
1386,1595,0.0259,0,Low,86168,2232.0,Manager,Research & Development,No,5,1,0,0,Stayed
1387,638,0.0258,0,Low,86168,2226.0,Research Director,Research & Development,Yes,5,31,0,1,Stayed
1388,1693,0.0258,0,Low,86168,2225.0,Laboratory Technician,Research & Development,No,1,7,5,0,Stayed
1389,1821,0.0257,0,Low,86168,2217.0,Healthcare Representative,Research & Development,No,2,9,3,1,Left
1390,2008,0.0257,0,Low,86168,2216.0,Research Scientist,Research & Development,No,2,10,0,0,Stayed
1391,1015,0.0257,0,Low,86168,2216.0,Research Director,Research & Development,Yes,3,8,1,3,Stayed
1392,2051,0.0248,0,Low,86168,2134.0,Research Scientist,Research & Development,No,1,5,0,3,Stayed
1393,1888,0.0248,0,Low,86168,2134.0,Manufacturing Director,Research & Development,No,2,9,3,2,Stayed
1394,1770,0.0238,0,Low,86168,2048.0,Research Director,Research & Development,No,5,1,0,3,Stayed
1395,273,0.0237,0,Low,86168,2041.0,Manufacturing Director,Research & Development,No,2,7,1,1,Stayed
1396,1283,0.0236,0,Low,86168,2031.0,Manufacturing Director,Research & Development,No,3,9,5,0,Stayed
1397,1995,0.023,0,Low,86168,1984.0,Sales Executive,Sales,No,2,15,5,2,Stayed
1398,447,0.0224,0,Low,86168,1930.0,Research Director,Research & Development,No,5,3,1,1,Stayed
1399,1040,0.0218,0,Low,86168,1876.0,Sales Executive,Sales,No,2,18,0,1,Stayed
1400,634,0.0216,0,Low,86168,1861.0,Healthcare Representative,Research & Development,No,2,1,0,1,Stayed
1401,1423,0.0213,0,Low,86168,1838.0,Research Director,Research & Development,Yes,5,9,1,1,Stayed
1402,2026,0.0202,0,Low,86168,1743.0,Healthcare Representative,Research & Development,No,2,13,1,1,Stayed
1403,815,0.0202,0,Low,86168,1738.0,Research Director,Research & Development,No,4,4,0,0,Stayed
1404,385,0.0198,0,Low,86168,1702.0,Research Director,Research & Development,No,5,10,1,2,Stayed
1405,550,0.0194,0,Low,86168,1669.0,Manufacturing Director,Research & Development,No,2,10,0,1,Stayed
1406,1217,0.0193,0,Low,86168,1665.0,Research Director,Research & Development,No,5,4,0,1,Stayed
1407,551,0.019,0,Low,86168,1640.0,Healthcare Representative,Research & Development,No,2,6,0,3,Stayed
1408,308,0.0188,0,Low,86168,1624.0,Manufacturing Director,Research & Development,No,2,5,1,1,Stayed
1409,1955,0.018,0,Low,86168,1551.0,Healthcare Representative,Research & Development,No,2,5,1,1,Stayed
1410,850,0.0179,0,Low,86168,1541.0,Research Scientist,Research & Development,No,1,0,0,3,Stayed
1411,1970,0.0178,0,Low,86168,1536.0,Healthcare Representative,Research & Development,No,2,9,2,3,Stayed
1412,1655,0.0178,0,Low,86168,1535.0,Research Director,Research & Development,No,4,4,1,2,Stayed
1413,139,0.0178,0,Low,86168,1530.0,Healthcare Representative,Research & Development,No,2,1,0,1,Stayed
1414,1045,0.0175,0,Low,86168,1509.0,Manager,Sales,No,4,9,1,1,Stayed
1415,2022,0.0173,0,Low,86168,1495.0,Manager,Research & Development,No,5,6,1,0,Stayed
1416,824,0.0171,0,Low,86168,1478.0,Research Scientist,Research & Development,No,1,10,0,1,Stayed
1417,817,0.0158,0,Low,86168,1365.0,Research Director,Research & Development,No,3,13,3,0,Stayed
1418,352,0.0158,0,Low,86168,1359.0,Research Director,Research & Development,No,5,21,3,1,Stayed
1419,1676,0.0155,0,Low,86168,1334.0,Manager,Sales,No,4,3,1,3,Stayed
1420,1857,0.0147,0,Low,86168,1265.0,Manufacturing Director,Research & Development,No,3,9,4,1,Stayed
1421,1472,0.0145,0,Low,86168,1247.0,Research Director,Research & Development,No,4,9,8,0,Stayed
1422,1263,0.0141,0,Low,86168,1212.0,Research Director,Research & Development,No,5,1,0,0,Stayed
1423,1304,0.014,0,Low,86168,1203.0,Sales Executive,Sales,No,2,10,0,2,Stayed
1424,999,0.0138,0,Low,86168,1188.0,Research Director,Research & Development,No,5,18,0,1,Stayed
1425,1121,0.0138,0,Low,86168,1185.0,Manufacturing Director,Research & Development,No,3,9,1,3,Stayed
1426,1264,0.0133,0,Low,86168,1149.0,Research Director,Research & Development,No,4,7,1,2,Stayed
1427,438,0.013,0,Low,86168,1119.0,Sales Executive,Sales,No,2,7,1,3,Stayed
1428,1666,0.0126,0,Low,86168,1090.0,Research Director,Research & Development,No,4,14,6,1,Stayed
1429,1520,0.0126,0,Low,86168,1084.0,Manager,Research & Development,No,4,14,1,1,Stayed
1430,546,0.0122,0,Low,86168,1052.0,Manager,Research & Development,No,4,5,1,0,Stayed
1431,1116,0.0118,0,Low,86168,1017.0,Manager,Research & Development,No,4,5,2,0,Stayed
1432,140,0.0116,0,Low,86168,999.0,Manager,Human Resources,No,5,3,2,1,Stayed
1433,1069,0.0113,0,Low,86168,974.0,Research Director,Research & Development,No,5,2,2,2,Stayed
1434,581,0.0108,0,Low,86168,933.0,Manufacturing Director,Research & Development,No,3,13,0,1,Stayed
1435,1653,0.0107,0,Low,86168,926.0,Manufacturing Director,Research & Development,No,2,7,0,2,Stayed
1436,976,0.0107,0,Low,86168,925.0,Manager,Research & Development,No,4,9,7,1,Stayed
1437,270,0.0105,0,Low,86168,909.0,Manufacturing Director,Research & Development,No,2,5,0,1,Stayed
1438,727,0.0103,0,Low,86168,890.0,Research Director,Research & Development,No,3,7,7,0,Stayed
1439,1698,0.0102,0,Low,86168,880.0,Laboratory Technician,Research & Development,No,1,14,2,3,Stayed
1440,441,0.01,0,Low,86168,860.0,Research Scientist,Research & Development,No,2,10,1,2,Stayed
1441,1728,0.0097,0,Low,86168,836.0,Manufacturing Director,Research & Development,No,2,7,0,1,Stayed
1442,1397,0.0093,0,Low,86168,802.0,Healthcare Representative,Research & Development,No,3,6,0,1,Stayed
1443,1979,0.0092,0,Low,86168,793.0,Research Director,Research & Development,No,3,11,4,1,Stayed
1444,262,0.0091,0,Low,86168,787.0,Research Scientist,Research & Development,No,1,5,2,3,Stayed
1445,275,0.0091,0,Low,86168,785.0,Manufacturing Director,Research & Development,Yes,2,7,1,2,Stayed
1446,1625,0.0091,0,Low,86168,783.0,Manager,Human Resources,No,5,5,1,1,Stayed
1447,1443,0.009,0,Low,86168,772.0,Research Director,Research & Development,No,4,20,5,2,Stayed
1448,997,0.0081,0,Low,86168,699.0,Research Director,Research & Development,No,4,5,1,1,Stayed
1449,323,0.008,0,Low,86168,689.0,Manager,Sales,No,5,7,0,1,Stayed
1450,901,0.0079,0,Low,86168,682.0,Research Director,Research & Development,No,4,12,3,0,Stayed
1451,1484,0.0079,0,Low,86168,678.0,Healthcare Representative,Research & Development,No,3,8,0,2,Stayed
1452,1668,0.0074,0,Low,86168,639.0,Research Scientist,Research & Development,No,2,13,2,2,Stayed
1453,1804,0.0072,0,Low,86168,622.0,Manufacturing Director,Research & Development,No,2,7,1,1,Stayed
1454,558,0.007,0,Low,86168,606.0,Manager,Sales,No,5,20,1,0,Stayed
1455,1630,0.0067,0,Low,86168,575.0,Healthcare Representative,Research & Development,No,2,14,2,1,Stayed
1456,208,0.0064,0,Low,86168,552.0,Manufacturing Director,Research & Development,No,2,10,0,1,Stayed
1457,1255,0.0062,0,Low,86168,537.0,Research Director,Research & Development,No,5,8,0,1,Stayed
1458,1035,0.0061,0,Low,86168,524.0,Research Director,Research & Development,No,5,21,5,2,Stayed
1459,1215,0.0056,0,Low,86168,485.0,Manager,Research & Development,No,4,2,2,1,Stayed
1460,254,0.0049,0,Low,86168,420.0,Research Director,Research & Development,No,5,24,2,0,Stayed
1461,417,0.0048,0,Low,86168,415.0,Healthcare Representative,Research & Development,No,3,18,3,3,Stayed
1462,1468,0.0046,0,Low,86168,400.0,Research Director,Research & Development,No,3,9,4,1,Stayed
1463,1201,0.0045,0,Low,86168,391.0,Manager,Research & Development,No,5,7,4,1,Stayed
1464,730,0.0045,0,Low,86168,384.0,Research Director,Research & Development,No,4,5,1,0,Stayed
1465,32,0.0044,0,Low,86168,382.0,Manager,Research & Development,No,5,14,4,1,Stayed
1466,2000,0.0044,0,Low,86168,375.0,Research Director,Research & Development,No,3,13,5,2,Stayed
1467,1656,0.0037,0,Low,86168,317.0,Research Director,Research & Development,No,3,14,1,3,Stayed
1468,1665,0.0021,0,Low,86168,182.0,Manager,Research & Development,No,4,10,4,1,Stayed
1469,1250,0.0012,0,Low,86168,101.0,Research Director,Research & Development,No,4,10,0,0,Stayed
1470,1424,0.0008,0,Low,86168,67.0,Research Director,Research & Development,No,4,7,0,2,Stayed
